Date,Symbol,Strategy
2025-10-15T13:15:00+05:30,CHEMPLASTS,Hourly Support Buy
2025-11-24T09:15:00+05:30,EICHERMOT,HCB Buy
2025-12-11T09:15:00+05:30,EICHERMOT,HCB Buy
2026-02-12T09:15:00+05:30,EICHERMOT,HCB Buy
2026-03-04T09:15:00+05:30,EICHERMOT,HCB Sell
2025-11-13T15:15:00+05:30,EICHERMOT,Hourly Resistence Sell
2026-03-12T15:00:00+05:30,MOVALUE,Hourly Support Buy
2025-12-10T09:15:00+05:30,ZUARI,HCB Buy
2025-11-19T09:15:00+05:30,ONEPOINT,HCB Buy
2025-11-28T09:15:00+05:30,ONEPOINT,HCB Buy
2025-12-09T09:15:00+05:30,ONEPOINT,HCB Sell
2025-11-28T09:15:00+05:30,ONEPOINT,Hourly Support Buy
2025-12-23T11:00:00+05:30,ONEPOINT,Hourly Support Buy
2025-11-27T15:15:00+05:30,ONEPOINT,Hourly Resistence Sell
2025-11-17T09:15:00+05:30,SPIC,HCB Buy
2025-12-23T09:15:00+05:30,SPIC,HCB Buy
2025-12-24T09:15:00+05:30,SPIC,HCB Buy
2026-03-13T09:15:00+05:30,SPIC,HCB Buy
2025-09-17T09:15:00+05:30,SPIC,Hourly Support Buy
2025-10-01T09:15:00+05:30,SPIC,Hourly Support Buy
2025-09-18T09:15:00+05:30,SPIC,Hourly Resistence Sell
2025-12-01T09:15:00+05:30,JSWINFRA,HCB Buy
2025-12-22T09:15:00+05:30,JSWINFRA,HCB Buy
2026-01-22T09:15:00+05:30,JSWINFRA,HCB Buy
2026-02-10T09:15:00+05:30,JSWINFRA,HCB Buy
2026-03-11T09:15:00+05:30,JSWINFRA,HCB Buy
2026-03-13T09:15:00+05:30,JSWINFRA,HCB Buy
2025-09-30T09:15:00+05:30,JSWINFRA,HCB Sell
2025-10-06T09:15:00+05:30,JSWINFRA,HCB Sell
2025-10-07T09:15:00+05:30,JSWINFRA,HCB Sell
2025-10-17T09:15:00+05:30,JSWINFRA,HCB Sell
2025-11-06T09:15:00+05:30,JSWINFRA,HCB Sell
2025-12-09T09:15:00+05:30,JSWINFRA,HCB Sell
2026-01-09T09:15:00+05:30,JSWINFRA,HCB Sell
2026-01-12T09:15:00+05:30,JSWINFRA,HCB Sell
2026-01-16T09:15:00+05:30,JSWINFRA,HCB Sell
2026-01-21T09:15:00+05:30,JSWINFRA,HCB Sell
2026-01-28T09:15:00+05:30,JSWINFRA,HCB Sell
2026-01-29T09:15:00+05:30,JSWINFRA,HCB Sell
2026-02-18T09:15:00+05:30,JSWINFRA,HCB Sell
2026-02-25T09:15:00+05:30,JSWINFRA,HCB Sell
2026-03-16T09:15:00+05:30,JSWINFRA,HCB Sell
2025-09-30T09:15:00+05:30,JSWINFRA,Hourly Resistence Sell
2025-10-03T15:15:00+05:30,JSWINFRA,Hourly Resistence Sell
2025-11-06T09:15:00+05:30,JSWINFRA,Hourly Resistence Sell
2025-12-09T09:15:00+05:30,JSWINFRA,Hourly Resistence Sell
2026-03-11T15:15:00+05:30,JSWINFRA,Hourly Resistence Sell
2025-10-31T09:15:00+05:30,JSWCEMENT,HCB Buy
2025-12-10T09:15:00+05:30,JSWCEMENT,HCB Buy
2025-12-12T09:15:00+05:30,JSWCEMENT,HCB Buy
2026-01-13T09:15:00+05:30,JSWCEMENT,HCB Buy
2026-02-17T09:15:00+05:30,JSWCEMENT,HCB Buy
2026-02-19T09:15:00+05:30,JSWCEMENT,HCB Buy
2026-02-23T09:15:00+05:30,JSWCEMENT,HCB Buy
2026-03-06T09:15:00+05:30,JSWCEMENT,HCB Buy
2025-10-01T09:15:00+05:30,JSWCEMENT,HCB Sell
2025-11-06T09:15:00+05:30,JSWCEMENT,HCB Sell
2025-11-07T09:15:00+05:30,JSWCEMENT,HCB Sell
2025-11-11T09:15:00+05:30,JSWCEMENT,HCB Sell
2025-11-24T09:15:00+05:30,JSWCEMENT,HCB Sell
2025-11-28T09:15:00+05:30,JSWCEMENT,HCB Sell
2025-12-02T09:15:00+05:30,JSWCEMENT,HCB Sell
2025-12-03T09:15:00+05:30,JSWCEMENT,HCB Sell
2025-12-09T09:15:00+05:30,JSWCEMENT,HCB Sell
2025-12-30T09:15:00+05:30,JSWCEMENT,HCB Sell
2026-01-09T09:15:00+05:30,JSWCEMENT,HCB Sell
2026-01-12T09:15:00+05:30,JSWCEMENT,HCB Sell
2026-01-20T09:15:00+05:30,JSWCEMENT,HCB Sell
2026-01-21T09:15:00+05:30,JSWCEMENT,HCB Sell
2026-01-27T09:15:00+05:30,JSWCEMENT,HCB Sell
2026-02-02T09:15:00+05:30,JSWCEMENT,HCB Sell
2026-02-12T09:15:00+05:30,JSWCEMENT,HCB Sell
2026-02-16T09:15:00+05:30,JSWCEMENT,HCB Sell
2026-03-04T09:15:00+05:30,JSWCEMENT,HCB Sell
2026-03-09T09:15:00+05:30,JSWCEMENT,HCB Sell
2026-03-13T09:15:00+05:30,JSWCEMENT,HCB Sell
2026-03-19T09:15:00+05:30,JSWCEMENT,HCB Sell
2025-09-10T09:15:00+05:30,JSWCEMENT,Hourly Support Buy
2025-10-10T10:00:00+05:30,JSWCEMENT,Hourly Support Buy
2026-01-29T09:15:00+05:30,JSWCEMENT,Hourly Support Buy
2026-03-20T09:15:00+05:30,JSWCEMENT,Hourly Support Buy
2025-09-11T09:15:00+05:30,JSWCEMENT,Hourly Resistence Sell
2026-01-07T09:15:00+05:30,JSL,HCB Buy
2026-01-29T09:15:00+05:30,JSL,HCB Buy
2026-02-24T09:15:00+05:30,JSL,HCB Buy
2026-01-09T09:15:00+05:30,JSL,HCB Sell
2025-09-09T15:00:00+05:30,JSL,Hourly Support Buy
2026-02-17T13:15:00+05:30,JSL,Hourly Resistence Sell
2025-10-01T09:15:00+05:30,ASHOKLEY,HCB Buy
2025-10-08T09:15:00+05:30,ASHOKLEY,HCB Buy
2025-10-23T09:15:00+05:30,ASHOKLEY,HCB Buy
2025-10-27T09:15:00+05:30,ASHOKLEY,HCB Buy
2025-10-31T09:15:00+05:30,ASHOKLEY,HCB Buy
2025-11-06T09:15:00+05:30,ASHOKLEY,HCB Buy
2025-11-11T09:15:00+05:30,ASHOKLEY,HCB Buy
2025-11-14T09:15:00+05:30,ASHOKLEY,HCB Buy
2025-11-20T09:15:00+05:30,ASHOKLEY,HCB Buy
2025-11-25T09:15:00+05:30,ASHOKLEY,HCB Buy
2025-12-02T09:15:00+05:30,ASHOKLEY,HCB Buy
2025-12-08T09:15:00+05:30,ASHOKLEY,HCB Buy
2025-12-12T09:15:00+05:30,ASHOKLEY,HCB Buy
2025-12-15T09:15:00+05:30,ASHOKLEY,HCB Buy
2025-12-16T09:15:00+05:30,ASHOKLEY,HCB Buy
2025-12-18T09:15:00+05:30,ASHOKLEY,HCB Buy
2025-12-19T09:15:00+05:30,ASHOKLEY,HCB Buy
2025-12-22T09:15:00+05:30,ASHOKLEY,HCB Buy
2025-12-31T09:15:00+05:30,ASHOKLEY,HCB Buy
2026-01-01T09:15:00+05:30,ASHOKLEY,HCB Buy
2026-01-02T09:15:00+05:30,ASHOKLEY,HCB Buy
2026-01-05T09:15:00+05:30,ASHOKLEY,HCB Buy
2026-01-09T09:15:00+05:30,ASHOKLEY,HCB Buy
2026-01-22T09:15:00+05:30,ASHOKLEY,HCB Buy
2026-01-23T09:15:00+05:30,ASHOKLEY,HCB Buy
2026-01-28T09:15:00+05:30,ASHOKLEY,HCB Buy
2026-02-04T09:15:00+05:30,ASHOKLEY,HCB Buy
2026-02-05T09:15:00+05:30,ASHOKLEY,HCB Buy
2026-02-11T09:15:00+05:30,ASHOKLEY,HCB Buy
2026-02-13T09:15:00+05:30,ASHOKLEY,HCB Buy
2026-02-18T09:15:00+05:30,ASHOKLEY,HCB Buy
2026-02-23T09:15:00+05:30,ASHOKLEY,HCB Buy
2026-02-27T09:15:00+05:30,ASHOKLEY,HCB Buy
2025-10-03T09:15:00+05:30,ASHOKLEY,HCB Sell
2025-10-06T09:15:00+05:30,ASHOKLEY,HCB Sell
2025-10-09T09:15:00+05:30,ASHOKLEY,HCB Sell
2025-10-13T09:15:00+05:30,ASHOKLEY,HCB Sell
2025-10-17T09:15:00+05:30,ASHOKLEY,HCB Sell
2025-11-04T09:15:00+05:30,ASHOKLEY,HCB Sell
2025-11-07T09:15:00+05:30,ASHOKLEY,HCB Sell
2025-11-21T09:15:00+05:30,ASHOKLEY,HCB Sell
2025-12-09T09:15:00+05:30,ASHOKLEY,HCB Sell
2026-01-16T09:15:00+05:30,ASHOKLEY,HCB Sell
2026-02-17T09:15:00+05:30,ASHOKLEY,HCB Sell
2026-03-04T09:15:00+05:30,ASHOKLEY,HCB Sell
2026-03-13T09:15:00+05:30,ASHOKLEY,HCB Sell
2026-03-19T09:15:00+05:30,ASHOKLEY,HCB Sell
2025-09-05T15:15:00+05:30,ASHOKLEY,Hourly Support Buy
2025-10-16T09:15:00+05:30,ASHOKLEY,Hourly Support Buy
2025-11-06T09:15:00+05:30,ASHOKLEY,Hourly Support Buy
2025-11-20T09:15:00+05:30,ASHOKLEY,Hourly Support Buy
2025-12-02T09:15:00+05:30,ASHOKLEY,Hourly Support Buy
2026-02-27T09:15:00+05:30,ASHOKLEY,Hourly Support Buy
2026-03-20T15:15:00+05:30,ASHOKLEY,Hourly Support Buy
2025-10-03T09:15:00+05:30,ASHOKLEY,Hourly Resistence Sell
2026-01-16T09:15:00+05:30,ASHOKLEY,Hourly Resistence Sell
2025-11-04T09:15:00+05:30,JAICORPLTD,HCB Buy
2025-11-27T09:15:00+05:30,JAICORPLTD,HCB Buy
2025-12-29T09:15:00+05:30,JAICORPLTD,HCB Buy
2025-10-20T09:15:00+05:30,JAICORPLTD,HCB Sell
2025-11-07T09:15:00+05:30,JAICORPLTD,HCB Sell
2025-11-11T09:15:00+05:30,JAICORPLTD,HCB Sell
2025-11-14T09:15:00+05:30,JAICORPLTD,HCB Sell
2025-11-21T09:15:00+05:30,JAICORPLTD,HCB Sell
2025-11-24T09:15:00+05:30,JAICORPLTD,HCB Sell
2025-09-17T09:15:00+05:30,JAICORPLTD,Hourly Support Buy
2025-11-04T09:15:00+05:30,JAICORPLTD,Hourly Support Buy
2025-11-28T09:30:00+05:30,JAICORPLTD,Hourly Support Buy
2025-09-16T15:15:00+05:30,JAICORPLTD,Hourly Resistence Sell
2025-10-14T15:00:00+05:30,JAICORPLTD,Hourly Resistence Sell
2025-11-04T15:15:00+05:30,JAICORPLTD,Hourly Resistence Sell
2025-10-30T09:15:00+05:30,ATGL,HCB Buy
2025-11-20T09:15:00+05:30,ATGL,HCB Buy
2026-02-09T09:15:00+05:30,ATGL,HCB Buy
2025-10-29T09:15:00+05:30,ATGL,HCB Sell
2025-11-06T09:15:00+05:30,ATGL,HCB Sell
2026-03-04T09:15:00+05:30,ATGL,HCB Sell
2025-10-01T09:15:00+05:30,ATGL,Hourly Support Buy
2025-10-07T09:15:00+05:30,ATGL,Hourly Support Buy
2025-10-15T15:15:00+05:30,ATGL,Hourly Support Buy
2025-10-17T09:15:00+05:30,ATGL,Hourly Support Buy
2025-11-20T09:15:00+05:30,ATGL,Hourly Support Buy
2025-10-08T15:15:00+05:30,ATGL,Hourly Resistence Sell
2026-03-20T15:15:00+05:30,ATGL,Hourly Resistence Sell
2025-12-10T15:15:00+05:30,AWFIS,Hourly Resistence Sell
2025-10-03T09:15:00+05:30,BDL,HCB Buy
2025-10-06T09:15:00+05:30,BDL,HCB Buy
2025-11-11T09:15:00+05:30,BDL,HCB Buy
2025-11-13T09:15:00+05:30,BDL,HCB Buy
2025-11-14T09:15:00+05:30,BDL,HCB Buy
2025-11-17T09:15:00+05:30,BDL,HCB Buy
2025-11-20T09:15:00+05:30,BDL,HCB Buy
2025-12-01T09:15:00+05:30,BDL,HCB Buy
2025-12-04T09:15:00+05:30,BDL,HCB Buy
2025-12-22T09:15:00+05:30,BDL,HCB Buy
2025-12-23T09:15:00+05:30,BDL,HCB Buy
2025-12-24T09:15:00+05:30,BDL,HCB Buy
2025-12-26T09:15:00+05:30,BDL,HCB Buy
2025-12-29T09:15:00+05:30,BDL,HCB Buy
2025-12-31T09:15:00+05:30,BDL,HCB Buy
2026-01-02T09:15:00+05:30,BDL,HCB Buy
2026-01-05T09:15:00+05:30,BDL,HCB Buy
2026-01-06T09:15:00+05:30,BDL,HCB Buy
2026-01-07T09:15:00+05:30,BDL,HCB Buy
2026-01-08T09:15:00+05:30,BDL,HCB Buy
2026-01-09T09:15:00+05:30,BDL,HCB Buy
2026-01-14T09:15:00+05:30,BDL,HCB Buy
2026-01-28T09:15:00+05:30,BDL,HCB Buy
2026-03-05T09:15:00+05:30,BDL,HCB Buy
2026-03-11T09:15:00+05:30,BDL,HCB Buy
2025-10-08T09:15:00+05:30,BDL,HCB Sell
2025-10-13T09:15:00+05:30,BDL,HCB Sell
2025-11-06T09:15:00+05:30,BDL,HCB Sell
2025-12-08T09:15:00+05:30,BDL,HCB Sell
2025-12-09T09:15:00+05:30,BDL,HCB Sell
2025-12-10T09:15:00+05:30,BDL,HCB Sell
2025-12-16T09:15:00+05:30,BDL,HCB Sell
2025-12-17T09:15:00+05:30,BDL,HCB Sell
2026-01-12T09:15:00+05:30,BDL,HCB Sell
2026-01-20T09:15:00+05:30,BDL,HCB Sell
2026-01-21T09:15:00+05:30,BDL,HCB Sell
2026-02-04T09:15:00+05:30,BDL,HCB Sell
2026-02-06T09:15:00+05:30,BDL,HCB Sell
2026-02-11T09:15:00+05:30,BDL,HCB Sell
2026-02-13T09:15:00+05:30,BDL,HCB Sell
2026-02-24T09:15:00+05:30,BDL,HCB Sell
2026-03-16T09:15:00+05:30,BDL,HCB Sell
2026-03-19T09:15:00+05:30,BDL,HCB Sell
2025-12-24T09:15:00+05:30,BDL,Hourly Support Buy
2025-12-29T09:15:00+05:30,BDL,Hourly Support Buy
2026-01-06T09:15:00+05:30,BDL,Hourly Support Buy
2026-03-05T09:15:00+05:30,BDL,Hourly Support Buy
2025-12-16T09:15:00+05:30,BDL,Hourly Resistence Sell
2025-10-17T09:15:00+05:30,TIMETECHNO,HCB Buy
2025-10-20T09:15:00+05:30,TIMETECHNO,HCB Buy
2025-11-03T09:15:00+05:30,TIMETECHNO,HCB Buy
2025-11-10T09:15:00+05:30,TIMETECHNO,HCB Buy
2025-11-12T09:15:00+05:30,TIMETECHNO,HCB Buy
2025-11-20T09:15:00+05:30,TIMETECHNO,HCB Buy
2025-12-15T09:15:00+05:30,TIMETECHNO,HCB Buy
2025-12-18T09:15:00+05:30,TIMETECHNO,HCB Buy
2025-12-23T09:15:00+05:30,TIMETECHNO,HCB Buy
2025-12-24T09:15:00+05:30,TIMETECHNO,HCB Buy
2025-12-26T09:15:00+05:30,TIMETECHNO,HCB Buy
2026-01-08T09:15:00+05:30,TIMETECHNO,HCB Buy
2026-01-28T09:15:00+05:30,TIMETECHNO,HCB Buy
2026-01-29T09:15:00+05:30,TIMETECHNO,HCB Buy
2026-02-04T09:15:00+05:30,TIMETECHNO,HCB Buy
2026-02-09T09:15:00+05:30,TIMETECHNO,HCB Buy
2026-02-10T09:15:00+05:30,TIMETECHNO,HCB Buy
2026-02-11T09:15:00+05:30,TIMETECHNO,HCB Buy
2026-02-23T09:15:00+05:30,TIMETECHNO,HCB Buy
2025-11-21T09:15:00+05:30,TIMETECHNO,HCB Sell
2025-11-27T09:15:00+05:30,TIMETECHNO,HCB Sell
2025-12-04T09:15:00+05:30,TIMETECHNO,HCB Sell
2025-12-09T09:15:00+05:30,TIMETECHNO,HCB Sell
2025-12-30T09:15:00+05:30,TIMETECHNO,HCB Sell
2026-01-06T09:15:00+05:30,TIMETECHNO,HCB Sell
2026-01-07T09:15:00+05:30,TIMETECHNO,HCB Sell
2026-01-09T09:15:00+05:30,TIMETECHNO,HCB Sell
2026-01-12T09:15:00+05:30,TIMETECHNO,HCB Sell
2026-01-16T09:15:00+05:30,TIMETECHNO,HCB Sell
2026-01-21T09:15:00+05:30,TIMETECHNO,HCB Sell
2026-01-27T09:15:00+05:30,TIMETECHNO,HCB Sell
2026-02-19T09:15:00+05:30,TIMETECHNO,HCB Sell
2026-02-25T09:15:00+05:30,TIMETECHNO,HCB Sell
2026-03-17T09:15:00+05:30,TIMETECHNO,HCB Sell
2026-03-19T09:15:00+05:30,TIMETECHNO,HCB Sell
2025-10-30T09:15:00+05:30,TIMETECHNO,Hourly Support Buy
2025-10-31T09:15:00+05:30,TIMETECHNO,Hourly Support Buy
2025-11-25T15:15:00+05:30,TIMETECHNO,Hourly Support Buy
2026-02-09T09:15:00+05:30,TIMETECHNO,Hourly Support Buy
2026-02-11T09:15:00+05:30,TIMETECHNO,Hourly Support Buy
2026-03-05T09:45:00+05:30,TIMETECHNO,Hourly Support Buy
2025-10-06T09:15:00+05:30,LIQUIDADD,HCB Buy
2025-10-13T09:15:00+05:30,LIQUIDADD,HCB Buy
2025-10-17T09:15:00+05:30,LIQUIDADD,HCB Buy
2025-11-17T11:00:00+05:30,SFL,Hourly Resistence Sell
2025-12-16T09:15:00+05:30,OSWALPUMPS,HCB Buy
2026-03-18T09:15:00+05:30,OSWALPUMPS,HCB Buy
2026-02-11T09:15:00+05:30,OSWALPUMPS,HCB Sell
2026-03-13T09:15:00+05:30,OSWALPUMPS,HCB Sell
2026-03-16T09:15:00+05:30,OSWALPUMPS,HCB Sell
2026-01-14T12:00:00+05:30,NEPHROPLUS,Hourly Support Buy
2025-10-03T09:15:00+05:30,BEL,HCB Buy
2025-10-07T09:15:00+05:30,BEL,HCB Buy
2025-10-10T09:15:00+05:30,BEL,HCB Buy
2025-10-14T09:15:00+05:30,BEL,HCB Buy
2025-10-16T09:15:00+05:30,BEL,HCB Buy
2025-10-17T09:15:00+05:30,BEL,HCB Buy
2025-10-23T09:15:00+05:30,BEL,HCB Buy
2025-10-24T09:15:00+05:30,BEL,HCB Buy
2025-10-29T09:15:00+05:30,BEL,HCB Buy
2025-11-10T09:15:00+05:30,BEL,HCB Buy
2025-11-11T09:15:00+05:30,BEL,HCB Buy
2025-11-14T09:15:00+05:30,BEL,HCB Buy
2025-11-18T09:15:00+05:30,BEL,HCB Buy
2025-11-20T09:15:00+05:30,BEL,HCB Buy
2025-12-19T09:15:00+05:30,BEL,HCB Buy
2025-12-22T09:15:00+05:30,BEL,HCB Buy
2025-12-23T09:15:00+05:30,BEL,HCB Buy
2025-12-24T09:15:00+05:30,BEL,HCB Buy
2025-12-26T09:15:00+05:30,BEL,HCB Buy
2025-12-29T09:15:00+05:30,BEL,HCB Buy
2025-12-31T09:15:00+05:30,BEL,HCB Buy
2026-01-02T09:15:00+05:30,BEL,HCB Buy
2026-01-05T09:15:00+05:30,BEL,HCB Buy
2026-01-08T09:15:00+05:30,BEL,HCB Buy
2026-01-09T09:15:00+05:30,BEL,HCB Buy
2026-01-14T09:15:00+05:30,BEL,HCB Buy
2026-01-28T09:15:00+05:30,BEL,HCB Buy
2026-02-01T09:15:00+05:30,BEL,HCB Buy
2026-02-04T09:15:00+05:30,BEL,HCB Buy
2026-02-10T09:15:00+05:30,BEL,HCB Buy
2026-02-12T09:15:00+05:30,BEL,HCB Buy
2026-02-17T09:15:00+05:30,BEL,HCB Buy
2026-02-18T09:15:00+05:30,BEL,HCB Buy
2026-02-23T09:15:00+05:30,BEL,HCB Buy
2026-03-05T09:15:00+05:30,BEL,HCB Buy
2026-03-06T09:15:00+05:30,BEL,HCB Buy
2025-11-07T09:15:00+05:30,BEL,HCB Sell
2025-11-19T09:15:00+05:30,BEL,HCB Sell
2025-11-24T09:15:00+05:30,BEL,HCB Sell
2025-12-03T09:15:00+05:30,BEL,HCB Sell
2025-12-08T09:15:00+05:30,BEL,HCB Sell
2025-12-09T09:15:00+05:30,BEL,HCB Sell
2025-12-10T09:15:00+05:30,BEL,HCB Sell
2025-12-16T09:15:00+05:30,BEL,HCB Sell
2025-12-18T09:15:00+05:30,BEL,HCB Sell
2026-01-21T09:15:00+05:30,BEL,HCB Sell
2026-02-05T09:15:00+05:30,BEL,HCB Sell
2026-02-06T09:15:00+05:30,BEL,HCB Sell
2026-02-11T09:15:00+05:30,BEL,HCB Sell
2026-02-24T09:15:00+05:30,BEL,HCB Sell
2026-03-12T09:15:00+05:30,BEL,HCB Sell
2026-03-13T09:15:00+05:30,BEL,HCB Sell
2026-03-16T09:15:00+05:30,BEL,HCB Sell
2026-03-19T09:15:00+05:30,BEL,HCB Sell
2025-10-03T09:15:00+05:30,BEL,Hourly Support Buy
2025-11-14T15:00:00+05:30,BEL,Hourly Support Buy
2025-12-23T09:15:00+05:30,BEL,Hourly Support Buy
2025-12-30T15:15:00+05:30,BEL,Hourly Support Buy
2026-02-09T09:15:00+05:30,BEL,Hourly Support Buy
2026-02-10T09:15:00+05:30,BEL,Hourly Support Buy
2025-09-23T09:15:00+05:30,BEL,Hourly Resistence Sell
2026-02-03T15:15:00+05:30,BEL,Hourly Resistence Sell
2026-02-27T15:15:00+05:30,BEL,Hourly Resistence Sell
2025-11-06T15:00:00+05:30,VERTOZ,Hourly Resistence Sell
2025-10-28T09:15:00+05:30,GODAVARIB,HCB Buy
2026-02-04T09:15:00+05:30,CREDITACC,HCB Buy
2025-10-07T09:15:00+05:30,ETERNAL,HCB Buy
2025-10-09T09:15:00+05:30,ETERNAL,HCB Buy
2025-10-10T09:15:00+05:30,ETERNAL,HCB Buy
2025-10-13T09:15:00+05:30,ETERNAL,HCB Buy
2025-10-15T09:15:00+05:30,ETERNAL,HCB Buy
2025-10-16T09:15:00+05:30,ETERNAL,HCB Buy
2025-10-20T09:15:00+05:30,ETERNAL,HCB Buy
2025-11-26T09:15:00+05:30,ETERNAL,HCB Buy
2026-01-09T09:15:00+05:30,ETERNAL,HCB Buy
2026-01-13T09:15:00+05:30,ETERNAL,HCB Buy
2026-02-02T09:15:00+05:30,ETERNAL,HCB Buy
2026-02-09T09:15:00+05:30,ETERNAL,HCB Buy
2026-02-10T09:15:00+05:30,ETERNAL,HCB Buy
2026-03-18T09:15:00+05:30,ETERNAL,HCB Buy
2025-10-01T09:15:00+05:30,ETERNAL,HCB Sell
2025-10-24T09:15:00+05:30,ETERNAL,HCB Sell
2025-10-31T09:15:00+05:30,ETERNAL,HCB Sell
2025-11-03T09:15:00+05:30,ETERNAL,HCB Sell
2025-11-04T09:15:00+05:30,ETERNAL,HCB Sell
2025-11-06T09:15:00+05:30,ETERNAL,HCB Sell
2025-11-10T09:15:00+05:30,ETERNAL,HCB Sell
2025-11-13T09:15:00+05:30,ETERNAL,HCB Sell
2025-11-27T09:15:00+05:30,ETERNAL,HCB Sell
2025-12-04T09:15:00+05:30,ETERNAL,HCB Sell
2025-12-09T09:15:00+05:30,ETERNAL,HCB Sell
2025-12-23T09:15:00+05:30,ETERNAL,HCB Sell
2025-12-30T09:15:00+05:30,ETERNAL,HCB Sell
2026-01-06T09:15:00+05:30,ETERNAL,HCB Sell
2026-01-12T09:15:00+05:30,ETERNAL,HCB Sell
2026-01-20T09:15:00+05:30,ETERNAL,HCB Sell
2026-02-01T09:15:00+05:30,ETERNAL,HCB Sell
2026-02-17T09:15:00+05:30,ETERNAL,HCB Sell
2026-02-20T09:15:00+05:30,ETERNAL,HCB Sell
2026-02-24T09:15:00+05:30,ETERNAL,HCB Sell
2026-03-09T09:15:00+05:30,ETERNAL,HCB Sell
2026-03-12T09:15:00+05:30,ETERNAL,HCB Sell
2026-03-13T09:15:00+05:30,ETERNAL,HCB Sell
2025-10-07T09:15:00+05:30,ETERNAL,Hourly Support Buy
2025-12-01T09:15:00+05:30,ETERNAL,Hourly Support Buy
2025-09-30T15:00:00+05:30,ETERNAL,Hourly Resistence Sell
2025-11-24T15:00:00+05:30,ETERNAL,Hourly Resistence Sell
2026-01-06T09:15:00+05:30,ETERNAL,Hourly Resistence Sell
2026-01-16T09:15:00+05:30,ETERNAL,Hourly Resistence Sell
2026-03-13T09:15:00+05:30,ETERNAL,Hourly Resistence Sell
2025-10-03T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-10-07T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-10-14T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-10-16T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-10-17T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-10-27T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-10-29T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-11-03T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-11-11T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-11-17T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-11-26T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-12-01T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-12-04T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-12-08T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-12-11T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-12-12T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-12-15T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-12-18T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-12-22T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-12-23T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-12-24T09:15:00+05:30,HINDCOPPER,HCB Buy
2026-01-01T09:15:00+05:30,HINDCOPPER,HCB Buy
2026-01-02T09:15:00+05:30,HINDCOPPER,HCB Buy
2026-01-06T09:15:00+05:30,HINDCOPPER,HCB Buy
2026-01-14T09:15:00+05:30,HINDCOPPER,HCB Buy
2026-01-23T09:15:00+05:30,HINDCOPPER,HCB Buy
2026-01-27T09:15:00+05:30,HINDCOPPER,HCB Buy
2026-02-12T09:15:00+05:30,HINDCOPPER,HCB Buy
2025-10-23T09:15:00+05:30,HINDCOPPER,HCB Sell
2025-11-06T09:15:00+05:30,HINDCOPPER,HCB Sell
2025-11-18T09:15:00+05:30,HINDCOPPER,HCB Sell
2025-11-21T09:15:00+05:30,HINDCOPPER,HCB Sell
2025-11-28T09:15:00+05:30,HINDCOPPER,HCB Sell
2026-01-21T09:15:00+05:30,HINDCOPPER,HCB Sell
2026-02-13T09:15:00+05:30,HINDCOPPER,HCB Sell
2026-02-16T09:15:00+05:30,HINDCOPPER,HCB Sell
2026-02-17T09:15:00+05:30,HINDCOPPER,HCB Sell
2026-03-04T09:15:00+05:30,HINDCOPPER,HCB Sell
2026-03-09T09:15:00+05:30,HINDCOPPER,HCB Sell
2026-03-12T09:15:00+05:30,HINDCOPPER,HCB Sell
2026-03-16T09:15:00+05:30,HINDCOPPER,HCB Sell
2026-03-19T09:15:00+05:30,HINDCOPPER,HCB Sell
2025-09-19T15:00:00+05:30,HINDCOPPER,Hourly Support Buy
2025-10-17T09:15:00+05:30,HINDCOPPER,Hourly Support Buy
2025-11-17T09:15:00+05:30,HINDCOPPER,Hourly Support Buy
2025-12-02T15:15:00+05:30,HINDCOPPER,Hourly Support Buy
2025-11-27T15:15:00+05:30,HINDCOPPER,Hourly Resistence Sell
2026-03-04T09:15:00+05:30,HINDCOPPER,Hourly Resistence Sell
2025-09-17T09:15:00+05:30,LAXMIINDIA,Hourly Support Buy
2025-10-30T09:15:00+05:30,JWL,HCB Buy
2026-01-02T09:15:00+05:30,JWL,HCB Buy
2026-01-28T09:15:00+05:30,JWL,HCB Buy
2026-01-29T09:15:00+05:30,JWL,HCB Buy
2025-11-14T09:15:00+05:30,JWL,HCB Sell
2025-12-04T09:15:00+05:30,JWL,HCB Sell
2025-12-08T09:15:00+05:30,JWL,HCB Sell
2026-02-04T09:15:00+05:30,JWL,HCB Sell
2026-02-06T09:15:00+05:30,JWL,HCB Sell
