Date,Symbol,Strategy
2025-12-09T09:15:00+05:30,HDFCSML250,HCB Sell
2025-12-15T09:15:00+05:30,HDFCSML250,HCB Sell
2026-01-09T09:15:00+05:30,HDFCSML250,HCB Sell
2026-01-19T09:15:00+05:30,HDFCSML250,HCB Sell
2026-01-20T09:15:00+05:30,HDFCSML250,HCB Sell
2026-01-21T09:15:00+05:30,HDFCSML250,HCB Sell
2026-01-30T09:15:00+05:30,HDFCSML250,HCB Sell
2026-02-01T09:15:00+05:30,HDFCSML250,HCB Sell
2026-02-02T09:15:00+05:30,HDFCSML250,HCB Sell
2026-02-13T09:15:00+05:30,HDFCSML250,HCB Sell
2026-02-20T09:15:00+05:30,HDFCSML250,HCB Sell
2026-03-04T09:15:00+05:30,HDFCSML250,HCB Sell
2026-03-16T09:15:00+05:30,HDFCSML250,HCB Sell
2026-03-19T09:15:00+05:30,HDFCSML250,HCB Sell
2025-09-12T15:15:00+05:30,HDFCSML250,Hourly Support Buy
2025-09-15T09:15:00+05:30,HDFCSML250,Hourly Support Buy
2025-09-15T15:15:00+05:30,HDFCSML250,Hourly Support Buy
2025-12-30T15:15:00+05:30,HDFCSML250,Hourly Support Buy
2026-03-05T12:00:00+05:30,HDFCSML250,Hourly Support Buy
2026-01-20T09:15:00+05:30,HDFCSML250,Hourly Resistence Sell
2025-10-09T09:15:00+05:30,BHARTIARTL,HCB Buy
2025-10-13T09:15:00+05:30,BHARTIARTL,HCB Buy
2025-10-15T09:15:00+05:30,BHARTIARTL,HCB Buy
2025-10-16T09:15:00+05:30,BHARTIARTL,HCB Buy
2025-10-17T09:15:00+05:30,BHARTIARTL,HCB Buy
2025-10-20T09:15:00+05:30,BHARTIARTL,HCB Buy
2025-10-27T09:15:00+05:30,BHARTIARTL,HCB Buy
2025-10-28T09:15:00+05:30,BHARTIARTL,HCB Buy
2025-10-29T09:15:00+05:30,BHARTIARTL,HCB Buy
2025-11-04T09:15:00+05:30,BHARTIARTL,HCB Buy
2025-11-18T09:15:00+05:30,BHARTIARTL,HCB Buy
2025-12-16T09:15:00+05:30,BHARTIARTL,HCB Buy
2026-01-01T09:15:00+05:30,BHARTIARTL,HCB Buy
2026-01-06T09:15:00+05:30,BHARTIARTL,HCB Buy
2026-02-04T09:15:00+05:30,BHARTIARTL,HCB Buy
2026-02-06T09:15:00+05:30,BHARTIARTL,HCB Buy
2026-03-18T09:15:00+05:30,BHARTIARTL,HCB Buy
2025-11-07T09:15:00+05:30,BHARTIARTL,HCB Sell
2025-12-03T09:15:00+05:30,BHARTIARTL,HCB Sell
2025-12-04T09:15:00+05:30,BHARTIARTL,HCB Sell
2025-12-11T09:15:00+05:30,BHARTIARTL,HCB Sell
2025-12-15T09:15:00+05:30,BHARTIARTL,HCB Sell
2025-12-29T09:15:00+05:30,BHARTIARTL,HCB Sell
2026-01-05T09:15:00+05:30,BHARTIARTL,HCB Sell
2026-01-07T09:15:00+05:30,BHARTIARTL,HCB Sell
2026-01-08T09:15:00+05:30,BHARTIARTL,HCB Sell
2026-01-12T09:15:00+05:30,BHARTIARTL,HCB Sell
2026-01-16T09:15:00+05:30,BHARTIARTL,HCB Sell
2026-01-19T09:15:00+05:30,BHARTIARTL,HCB Sell
2026-01-20T09:15:00+05:30,BHARTIARTL,HCB Sell
2026-01-28T09:15:00+05:30,BHARTIARTL,HCB Sell
2026-02-24T09:15:00+05:30,BHARTIARTL,HCB Sell
2026-02-27T09:15:00+05:30,BHARTIARTL,HCB Sell
2026-03-04T09:15:00+05:30,BHARTIARTL,HCB Sell
2026-03-06T09:15:00+05:30,BHARTIARTL,HCB Sell
2026-03-10T09:15:00+05:30,BHARTIARTL,HCB Sell
2026-03-11T09:15:00+05:30,BHARTIARTL,HCB Sell
2026-03-12T09:15:00+05:30,BHARTIARTL,HCB Sell
2026-03-16T09:15:00+05:30,BHARTIARTL,HCB Sell
2025-11-20T15:00:00+05:30,BHARTIARTL,Hourly Support Buy
2025-12-19T15:00:00+05:30,BHARTIARTL,Hourly Support Buy
2026-01-06T09:15:00+05:30,BHARTIARTL,Hourly Support Buy
2026-01-30T15:00:00+05:30,BHARTIARTL,Hourly Support Buy
2026-01-01T15:00:00+05:30,BHARTIARTL,Hourly Resistence Sell
2025-10-01T15:00:00+05:30,IFGLEXPOR,Hourly Resistence Sell
2025-10-09T09:15:00+05:30,ASTERDM,HCB Buy
2025-10-14T09:15:00+05:30,ASTERDM,HCB Buy
2025-10-23T09:15:00+05:30,ASTERDM,HCB Buy
2026-03-06T09:15:00+05:30,ASTERDM,HCB Buy
2025-10-31T09:15:00+05:30,ASTERDM,HCB Sell
2026-01-19T09:15:00+05:30,ASTERDM,HCB Sell
2026-01-20T09:15:00+05:30,ASTERDM,HCB Sell
2025-10-08T10:00:00+05:30,ASTERDM,Hourly Support Buy
2026-03-06T09:15:00+05:30,ASTERDM,Hourly Support Buy
2025-09-29T15:00:00+05:30,ASTERDM,Hourly Resistence Sell
2025-10-30T09:15:00+05:30,DBL,HCB Buy
2026-02-20T09:15:00+05:30,EIDPARRY,HCB Sell
2025-10-03T09:15:00+05:30,EQUITASBNK,HCB Buy
2025-10-06T09:15:00+05:30,EQUITASBNK,HCB Buy
2025-10-28T09:15:00+05:30,EQUITASBNK,HCB Buy
2025-11-26T09:15:00+05:30,EQUITASBNK,HCB Buy
2025-12-22T09:15:00+05:30,EQUITASBNK,HCB Buy
2025-12-24T09:15:00+05:30,EQUITASBNK,HCB Buy
2026-01-05T09:15:00+05:30,EQUITASBNK,HCB Buy
2026-01-08T09:15:00+05:30,EQUITASBNK,HCB Buy
2026-01-13T09:15:00+05:30,EQUITASBNK,HCB Buy
2026-01-14T09:15:00+05:30,EQUITASBNK,HCB Buy
2026-01-22T09:15:00+05:30,EQUITASBNK,HCB Buy
2026-02-02T09:15:00+05:30,EQUITASBNK,HCB Buy
2025-10-08T09:15:00+05:30,EQUITASBNK,HCB Sell
2025-10-09T09:15:00+05:30,EQUITASBNK,HCB Sell
2025-10-13T09:15:00+05:30,EQUITASBNK,HCB Sell
2025-10-17T09:15:00+05:30,EQUITASBNK,HCB Sell
2025-11-06T09:15:00+05:30,EQUITASBNK,HCB Sell
2025-11-07T09:15:00+05:30,EQUITASBNK,HCB Sell
2025-11-14T09:15:00+05:30,EQUITASBNK,HCB Sell
2025-12-05T09:15:00+05:30,EQUITASBNK,HCB Sell
2025-12-09T09:15:00+05:30,EQUITASBNK,HCB Sell
2025-12-11T09:15:00+05:30,EQUITASBNK,HCB Sell
2025-12-15T09:15:00+05:30,EQUITASBNK,HCB Sell
2025-12-16T09:15:00+05:30,EQUITASBNK,HCB Sell
2025-12-18T09:15:00+05:30,EQUITASBNK,HCB Sell
2026-01-29T09:15:00+05:30,EQUITASBNK,HCB Sell
2026-02-01T09:15:00+05:30,EQUITASBNK,HCB Sell
2026-02-13T09:15:00+05:30,EQUITASBNK,HCB Sell
2026-02-24T09:15:00+05:30,EQUITASBNK,HCB Sell
2026-02-25T09:15:00+05:30,EQUITASBNK,HCB Sell
2026-02-27T09:15:00+05:30,EQUITASBNK,HCB Sell
2026-03-10T09:15:00+05:30,EQUITASBNK,HCB Sell
2026-03-12T09:15:00+05:30,EQUITASBNK,HCB Sell
2026-03-16T09:15:00+05:30,EQUITASBNK,HCB Sell
2025-09-12T09:15:00+05:30,EQUITASBNK,Hourly Support Buy
2025-09-12T10:00:00+05:30,EQUITASBNK,Hourly Support Buy
2025-09-17T09:15:00+05:30,EQUITASBNK,Hourly Support Buy
2025-10-03T15:15:00+05:30,EQUITASBNK,Hourly Support Buy
2025-10-16T15:15:00+05:30,EQUITASBNK,Hourly Support Buy
2025-12-24T09:15:00+05:30,EQUITASBNK,Hourly Support Buy
2026-01-13T10:00:00+05:30,EQUITASBNK,Hourly Support Buy
2025-12-16T15:15:00+05:30,EQUITASBNK,Hourly Resistence Sell
2026-03-11T15:15:00+05:30,EQUITASBNK,Hourly Resistence Sell
2025-10-06T09:15:00+05:30,SILVERBETA,HCB Buy
2025-10-08T09:15:00+05:30,SILVERBETA,HCB Buy
2025-10-13T09:15:00+05:30,SILVERBETA,HCB Buy
2025-10-17T09:15:00+05:30,SILVERBETA,HCB Buy
2025-11-03T09:15:00+05:30,SILVERBETA,HCB Buy
2025-11-13T09:15:00+05:30,SILVERBETA,HCB Buy
2025-11-27T09:15:00+05:30,SILVERBETA,HCB Buy
2025-11-28T09:15:00+05:30,SILVERBETA,HCB Buy
2025-12-03T09:15:00+05:30,SILVERBETA,HCB Buy
2025-12-10T09:15:00+05:30,SILVERBETA,HCB Buy
2025-12-12T09:15:00+05:30,SILVERBETA,HCB Buy
2025-12-17T09:15:00+05:30,SILVERBETA,HCB Buy
2025-12-23T09:15:00+05:30,SILVERBETA,HCB Buy
2026-01-02T09:15:00+05:30,SILVERBETA,HCB Buy
2026-01-05T09:15:00+05:30,SILVERBETA,HCB Buy
2026-01-06T09:15:00+05:30,SILVERBETA,HCB Buy
2026-01-13T09:15:00+05:30,SILVERBETA,HCB Buy
2026-01-21T09:15:00+05:30,SILVERBETA,HCB Buy
2026-02-11T09:15:00+05:30,SILVERBETA,HCB Buy
2025-11-18T09:15:00+05:30,SILVERBETA,HCB Sell
2025-11-21T09:15:00+05:30,SILVERBETA,HCB Sell
2026-02-16T09:15:00+05:30,SILVERBETA,HCB Sell
2026-02-20T09:15:00+05:30,SILVERBETA,HCB Sell
2026-03-13T09:15:00+05:30,SILVERBETA,HCB Sell
2026-03-18T09:15:00+05:30,SILVERBETA,HCB Sell
2025-10-30T15:15:00+05:30,SILVERBETA,Hourly Support Buy
2025-11-03T09:15:00+05:30,SILVERBETA,Hourly Support Buy
2025-12-02T15:00:00+05:30,SILVERBETA,Hourly Resistence Sell
2026-01-16T09:15:00+05:30,KPITTECH,HCB Buy
2026-03-20T09:15:00+05:30,KPITTECH,HCB Buy
2025-12-16T09:15:00+05:30,KPITTECH,HCB Sell
2026-01-21T09:15:00+05:30,KPITTECH,HCB Sell
2026-01-30T09:15:00+05:30,KPITTECH,HCB Sell
2026-02-01T09:15:00+05:30,KPITTECH,HCB Sell
2026-02-04T09:15:00+05:30,KPITTECH,HCB Sell
2026-02-06T09:15:00+05:30,KPITTECH,HCB Sell
2026-02-12T09:15:00+05:30,KPITTECH,HCB Sell
2026-02-20T09:15:00+05:30,KPITTECH,HCB Sell
2026-02-24T09:15:00+05:30,KPITTECH,HCB Sell
2026-03-09T09:15:00+05:30,KPITTECH,HCB Sell
2026-03-12T09:15:00+05:30,KPITTECH,HCB Sell
2026-03-13T09:15:00+05:30,KPITTECH,HCB Sell
2026-03-19T09:15:00+05:30,KPITTECH,HCB Sell
2025-09-25T15:15:00+05:30,KPITTECH,Hourly Support Buy
2025-10-14T14:00:00+05:30,KPITTECH,Hourly Support Buy
2025-12-04T15:15:00+05:30,KPITTECH,Hourly Resistence Sell
2025-10-03T09:15:00+05:30,SCILAL,HCB Buy
2025-09-24T15:15:00+05:30,SCILAL,Hourly Support Buy
2025-10-08T09:15:00+05:30,HCLTECH,HCB Buy
2025-10-09T09:15:00+05:30,HCLTECH,HCB Buy
2025-10-14T09:15:00+05:30,HCLTECH,HCB Buy
2025-10-15T09:15:00+05:30,HCLTECH,HCB Buy
2025-10-16T09:15:00+05:30,HCLTECH,HCB Buy
2025-10-23T09:15:00+05:30,HCLTECH,HCB Buy
2025-10-28T09:15:00+05:30,HCLTECH,HCB Buy
2025-11-12T09:15:00+05:30,HCLTECH,HCB Buy
2025-11-19T09:15:00+05:30,HCLTECH,HCB Buy
2025-11-24T09:15:00+05:30,HCLTECH,HCB Buy
2025-11-26T09:15:00+05:30,HCLTECH,HCB Buy
2025-12-03T09:15:00+05:30,HCLTECH,HCB Buy
2025-12-04T09:15:00+05:30,HCLTECH,HCB Buy
2025-12-05T09:15:00+05:30,HCLTECH,HCB Buy
2025-12-08T09:15:00+05:30,HCLTECH,HCB Buy
2026-01-07T09:15:00+05:30,HCLTECH,HCB Buy
2026-01-09T09:15:00+05:30,HCLTECH,HCB Buy
2026-01-16T09:15:00+05:30,HCLTECH,HCB Buy
2026-01-22T09:15:00+05:30,HCLTECH,HCB Buy
2026-01-23T09:15:00+05:30,HCLTECH,HCB Buy
2026-03-18T09:15:00+05:30,HCLTECH,HCB Buy
2025-11-07T09:15:00+05:30,HCLTECH,HCB Sell
2025-12-23T09:15:00+05:30,HCLTECH,HCB Sell
2025-12-30T09:15:00+05:30,HCLTECH,HCB Sell
2026-01-05T09:15:00+05:30,HCLTECH,HCB Sell
2026-01-30T09:15:00+05:30,HCLTECH,HCB Sell
2026-02-02T09:15:00+05:30,HCLTECH,HCB Sell
2026-02-06T09:15:00+05:30,HCLTECH,HCB Sell
2026-02-10T09:15:00+05:30,HCLTECH,HCB Sell
2026-02-11T09:15:00+05:30,HCLTECH,HCB Sell
2026-02-12T09:15:00+05:30,HCLTECH,HCB Sell
2026-02-13T09:15:00+05:30,HCLTECH,HCB Sell
2026-02-18T09:15:00+05:30,HCLTECH,HCB Sell
2026-02-20T09:15:00+05:30,HCLTECH,HCB Sell
2026-02-24T09:15:00+05:30,HCLTECH,HCB Sell
2026-03-05T09:15:00+05:30,HCLTECH,HCB Sell
2026-03-10T09:15:00+05:30,HCLTECH,HCB Sell
2026-03-13T09:15:00+05:30,HCLTECH,HCB Sell
2026-03-17T09:15:00+05:30,HCLTECH,HCB Sell
2026-03-19T09:15:00+05:30,HCLTECH,HCB Sell
2026-01-07T10:00:00+05:30,HCLTECH,Hourly Support Buy
2026-03-20T09:15:00+05:30,HCLTECH,Hourly Support Buy
2025-10-31T15:00:00+05:30,HCLTECH,Hourly Resistence Sell
2025-11-24T15:00:00+05:30,HCLTECH,Hourly Resistence Sell
2025-12-31T15:15:00+05:30,HCLTECH,Hourly Resistence Sell
2026-01-01T15:15:00+05:30,HCLTECH,Hourly Resistence Sell
2026-01-05T09:15:00+05:30,HCLTECH,Hourly Resistence Sell
2026-01-30T15:15:00+05:30,HCLTECH,Hourly Resistence Sell
2025-11-20T15:00:00+05:30,PIIND,Hourly Support Buy
2025-11-12T09:15:00+05:30,DCW,HCB Buy
2025-12-22T09:15:00+05:30,DCW,HCB Buy
2025-12-23T09:15:00+05:30,DCW,HCB Buy
2026-02-10T09:15:00+05:30,DCW,HCB Buy
2025-11-07T09:15:00+05:30,DCW,HCB Sell
2025-11-17T09:15:00+05:30,DCW,HCB Sell
2025-11-28T09:15:00+05:30,DCW,HCB Sell
2025-12-09T09:15:00+05:30,DCW,HCB Sell
2025-12-30T09:15:00+05:30,DCW,HCB Sell
2025-11-27T15:15:00+05:30,DCW,Hourly Resistence Sell
2025-10-10T09:15:00+05:30,PROZONER,HCB Buy
2025-10-28T09:15:00+05:30,PROZONER,HCB Buy
2025-11-28T09:15:00+05:30,LIQUIDIETF,HCB Buy
2025-09-04T15:00:00+05:30,LIQUIDIETF,Hourly Support Buy
2026-01-08T13:00:00+05:30,LIQUIDIETF,Hourly Support Buy
2026-02-12T14:30:00+05:30,LIQUIDIETF,Hourly Support Buy
2025-09-30T09:15:00+05:30,LTF,HCB Buy
2025-10-01T09:15:00+05:30,LTF,HCB Buy
2025-10-03T09:15:00+05:30,LTF,HCB Buy
2025-10-09T09:15:00+05:30,LTF,HCB Buy
2025-10-13T09:15:00+05:30,LTF,HCB Buy
2025-10-15T09:15:00+05:30,LTF,HCB Buy
2025-10-20T09:15:00+05:30,LTF,HCB Buy
2025-10-24T09:15:00+05:30,LTF,HCB Buy
2025-10-28T09:15:00+05:30,LTF,HCB Buy
2025-10-30T09:15:00+05:30,LTF,HCB Buy
2025-10-31T09:15:00+05:30,LTF,HCB Buy
2025-11-03T09:15:00+05:30,LTF,HCB Buy
2025-11-04T09:15:00+05:30,LTF,HCB Buy
2025-11-07T09:15:00+05:30,LTF,HCB Buy
2025-11-12T09:15:00+05:30,LTF,HCB Buy
2025-11-14T09:15:00+05:30,LTF,HCB Buy
2025-11-19T09:15:00+05:30,LTF,HCB Buy
2025-11-26T09:15:00+05:30,LTF,HCB Buy
2025-11-28T09:15:00+05:30,LTF,HCB Buy
2025-12-10T09:15:00+05:30,LTF,HCB Buy
2025-12-17T09:15:00+05:30,LTF,HCB Buy
2025-12-23T09:15:00+05:30,LTF,HCB Buy
2025-12-24T09:15:00+05:30,LTF,HCB Buy
2025-12-31T09:15:00+05:30,LTF,HCB Buy
2026-01-02T09:15:00+05:30,LTF,HCB Buy
2026-01-06T09:15:00+05:30,LTF,HCB Buy
2026-01-29T09:15:00+05:30,LTF,HCB Buy
2026-02-04T09:15:00+05:30,LTF,HCB Buy
2026-02-09T09:15:00+05:30,LTF,HCB Buy
2026-02-18T09:15:00+05:30,LTF,HCB Buy
2026-02-23T09:15:00+05:30,LTF,HCB Buy
2026-02-25T09:15:00+05:30,LTF,HCB Buy
2026-03-18T09:15:00+05:30,LTF,HCB Buy
2025-11-20T09:15:00+05:30,LTF,HCB Sell
2025-12-16T09:15:00+05:30,LTF,HCB Sell
2026-01-08T09:15:00+05:30,LTF,HCB Sell
2026-01-09T09:15:00+05:30,LTF,HCB Sell
2026-01-12T09:15:00+05:30,LTF,HCB Sell
2026-01-14T09:15:00+05:30,LTF,HCB Sell
2026-01-21T09:15:00+05:30,LTF,HCB Sell
2026-01-30T09:15:00+05:30,LTF,HCB Sell
2026-02-02T09:15:00+05:30,LTF,HCB Sell
2026-02-05T09:15:00+05:30,LTF,HCB Sell
2026-02-20T09:15:00+05:30,LTF,HCB Sell
2026-03-04T09:15:00+05:30,LTF,HCB Sell
2026-03-09T09:15:00+05:30,LTF,HCB Sell
2026-03-12T09:15:00+05:30,LTF,HCB Sell
2026-03-13T09:15:00+05:30,LTF,HCB Sell
2025-11-03T09:15:00+05:30,LTF,Hourly Support Buy
2025-10-24T15:15:00+05:30,LTF,Hourly Resistence Sell
2025-11-12T15:15:00+05:30,LTF,Hourly Resistence Sell
2026-03-06T12:15:00+05:30,NCLIND,Hourly Support Buy
2025-10-06T09:15:00+05:30,CGCL,HCB Buy
2025-10-16T09:15:00+05:30,CGCL,HCB Buy
2025-10-28T09:15:00+05:30,CGCL,HCB Buy
2025-12-31T09:15:00+05:30,CGCL,HCB Buy
2026-01-29T09:15:00+05:30,CGCL,HCB Buy
2026-02-09T09:15:00+05:30,CGCL,HCB Buy
2026-03-11T09:15:00+05:30,CGCL,HCB Buy
2025-11-03T09:15:00+05:30,CGCL,HCB Sell
2025-11-07T09:15:00+05:30,CGCL,HCB Sell
2025-11-19T09:15:00+05:30,CGCL,HCB Sell
2025-12-09T09:15:00+05:30,CGCL,HCB Sell
2026-01-12T09:15:00+05:30,CGCL,HCB Sell
2026-01-21T09:15:00+05:30,CGCL,HCB Sell
2026-03-04T09:15:00+05:30,CGCL,HCB Sell
2025-09-15T15:15:00+05:30,CGCL,Hourly Support Buy
2025-09-19T15:00:00+05:30,CGCL,Hourly Support Buy
2025-09-29T15:00:00+05:30,CGCL,Hourly Support Buy
2025-10-28T09:15:00+05:30,CGCL,Hourly Support Buy
2025-10-30T15:15:00+05:30,CGCL,Hourly Support Buy
2025-11-14T15:00:00+05:30,CGCL,Hourly Support Buy
2025-12-16T09:45:00+05:30,CGCL,Hourly Support Buy
2025-12-19T15:00:00+05:30,CGCL,Hourly Support Buy
2025-09-08T09:15:00+05:30,CGCL,Hourly Resistence Sell
2025-10-13T15:00:00+05:30,CGCL,Hourly Resistence Sell
2025-10-14T15:15:00+05:30,CGCL,Hourly Resistence Sell
2025-11-18T15:15:00+05:30,CGCL,Hourly Resistence Sell
2026-01-14T15:00:00+05:30,CGCL,Hourly Resistence Sell
2025-10-01T09:15:00+05:30,SAIL,HCB Buy
2025-10-03T09:15:00+05:30,SAIL,HCB Buy
2025-10-09T09:15:00+05:30,SAIL,HCB Buy
2025-11-03T09:15:00+05:30,SAIL,HCB Buy
2025-11-04T09:15:00+05:30,SAIL,HCB Buy
2025-11-06T09:15:00+05:30,SAIL,HCB Buy
2025-11-10T09:15:00+05:30,SAIL,HCB Buy
2025-11-27T09:15:00+05:30,SAIL,HCB Buy
2025-12-01T09:15:00+05:30,SAIL,HCB Buy
2025-12-12T09:15:00+05:30,SAIL,HCB Buy
2025-12-22T09:15:00+05:30,SAIL,HCB Buy
2025-12-23T09:15:00+05:30,SAIL,HCB Buy
2025-12-24T09:15:00+05:30,SAIL,HCB Buy
2026-01-01T09:15:00+05:30,SAIL,HCB Buy
2026-01-07T09:15:00+05:30,SAIL,HCB Buy
2026-01-14T09:15:00+05:30,SAIL,HCB Buy
2026-01-20T09:15:00+05:30,SAIL,HCB Buy
2026-01-22T09:15:00+05:30,SAIL,HCB Buy
2026-01-23T09:15:00+05:30,SAIL,HCB Buy
2026-01-29T09:15:00+05:30,SAIL,HCB Buy
2026-02-04T09:15:00+05:30,SAIL,HCB Buy
2026-02-11T09:15:00+05:30,SAIL,HCB Buy
2026-02-18T09:15:00+05:30,SAIL,HCB Buy
2026-02-25T09:15:00+05:30,SAIL,HCB Buy
2026-02-26T09:15:00+05:30,SAIL,HCB Buy
2026-02-27T09:15:00+05:30,SAIL,HCB Buy
2026-03-20T09:15:00+05:30,SAIL,HCB Buy
2025-10-06T09:15:00+05:30,SAIL,HCB Sell
2025-10-07T09:15:00+05:30,SAIL,HCB Sell
2025-10-08T09:15:00+05:30,SAIL,HCB Sell
2025-10-13T09:15:00+05:30,SAIL,HCB Sell
2025-11-18T09:15:00+05:30,SAIL,HCB Sell
2025-11-20T09:15:00+05:30,SAIL,HCB Sell
2025-11-21T09:15:00+05:30,SAIL,HCB Sell
2025-12-02T09:15:00+05:30,SAIL,HCB Sell
2025-12-05T09:15:00+05:30,SAIL,HCB Sell
2025-12-08T09:15:00+05:30,SAIL,HCB Sell
2025-12-09T09:15:00+05:30,SAIL,HCB Sell
2025-12-18T09:15:00+05:30,SAIL,HCB Sell
2025-12-19T09:15:00+05:30,SAIL,HCB Sell
2026-01-09T09:15:00+05:30,SAIL,HCB Sell
2026-01-12T09:15:00+05:30,SAIL,HCB Sell
2026-01-19T09:15:00+05:30,SAIL,HCB Sell
2026-01-30T09:15:00+05:30,SAIL,HCB Sell
2026-02-16T09:15:00+05:30,SAIL,HCB Sell
2026-02-17T09:15:00+05:30,SAIL,HCB Sell
2026-03-12T09:15:00+05:30,SAIL,HCB Sell
2026-03-13T09:15:00+05:30,SAIL,HCB Sell
2026-03-16T09:15:00+05:30,SAIL,HCB Sell
2025-09-11T09:30:00+05:30,SAIL,Hourly Support Buy
2025-09-15T09:15:00+05:30,SAIL,Hourly Support Buy
2025-10-09T09:15:00+05:30,SAIL,Hourly Support Buy
2026-02-05T15:15:00+05:30,SAIL,Hourly Support Buy
2025-10-06T09:15:00+05:30,SAIL,Hourly Resistence Sell
2025-10-23T15:00:00+05:30,SAIL,Hourly Resistence Sell
2025-11-12T15:00:00+05:30,SAIL,Hourly Resistence Sell
2025-12-04T15:15:00+05:30,SAIL,Hourly Resistence Sell
2026-03-06T15:00:00+05:30,SAIL,Hourly Resistence Sell
2026-03-13T09:15:00+05:30,SAIL,Hourly Resistence Sell
2025-09-30T09:15:00+05:30,GOLD1,HCB Buy
2025-10-06T09:15:00+05:30,GOLD1,HCB Buy
2025-10-07T09:15:00+05:30,GOLD1,HCB Buy
2025-10-08T09:15:00+05:30,GOLD1,HCB Buy
2025-10-13T09:15:00+05:30,GOLD1,HCB Buy
2025-10-15T09:15:00+05:30,GOLD1,HCB Buy
2025-10-16T09:15:00+05:30,GOLD1,HCB Buy
2025-10-17T09:15:00+05:30,GOLD1,HCB Buy
2025-11-13T09:15:00+05:30,GOLD1,HCB Buy
2025-12-01T09:15:00+05:30,GOLD1,HCB Buy
2025-12-18T09:15:00+05:30,GOLD1,HCB Buy
2025-12-22T09:15:00+05:30,GOLD1,HCB Buy
2026-01-14T09:15:00+05:30,GOLD1,HCB Buy
2026-01-19T09:15:00+05:30,GOLD1,HCB Buy
2026-01-28T09:15:00+05:30,GOLD1,HCB Buy
2026-02-23T09:15:00+05:30,GOLD1,HCB Buy
2026-02-24T09:15:00+05:30,GOLD1,HCB Buy
2025-10-28T09:15:00+05:30,GOLD1,HCB Sell
2025-12-31T09:15:00+05:30,GOLD1,HCB Sell
2026-02-17T09:15:00+05:30,GOLD1,HCB Sell
2026-02-20T09:15:00+05:30,GOLD1,HCB Sell
2026-03-13T09:15:00+05:30,GOLD1,HCB Sell
2026-03-16T09:15:00+05:30,GOLD1,HCB Sell
2026-03-19T09:15:00+05:30,GOLD1,HCB Sell
2025-09-05T15:00:00+05:30,GOLD1,Hourly Support Buy
2026-02-06T15:00:00+05:30,GOLD1,Hourly Support Buy
2026-02-20T15:00:00+05:30,GOLD1,Hourly Support Buy
2026-03-18T15:15:00+05:30,GOLD1,Hourly Support Buy
2025-10-07T09:15:00+05:30,ADANIENT,HCB Buy
2025-10-09T09:15:00+05:30,ADANIENT,HCB Buy
2025-10-16T09:15:00+05:30,ADANIENT,HCB Buy
2025-11-13T09:15:00+05:30,ADANIENT,HCB Buy
2025-11-14T09:15:00+05:30,ADANIENT,HCB Buy
2025-11-20T09:15:00+05:30,ADANIENT,HCB Buy
2025-12-12T09:15:00+05:30,ADANIENT,HCB Buy
2025-12-22T09:15:00+05:30,ADANIENT,HCB Buy
2026-02-09T09:15:00+05:30,ADANIENT,HCB Buy
2026-02-24T09:15:00+05:30,ADANIENT,HCB Buy
2026-02-25T09:15:00+05:30,ADANIENT,HCB Buy
2026-03-18T09:15:00+05:30,ADANIENT,HCB Buy
2025-10-13T09:15:00+05:30,ADANIENT,HCB Sell
2025-11-25T09:15:00+05:30,ADANIENT,HCB Sell
2026-01-09T09:15:00+05:30,ADANIENT,HCB Sell
2026-02-01T09:15:00+05:30,ADANIENT,HCB Sell
2026-02-13T09:15:00+05:30,ADANIENT,HCB Sell
2026-02-16T09:15:00+05:30,ADANIENT,HCB Sell
2026-02-19T09:15:00+05:30,ADANIENT,HCB Sell
2026-03-09T09:15:00+05:30,ADANIENT,HCB Sell
2026-03-12T09:15:00+05:30,ADANIENT,HCB Sell
2026-03-19T09:15:00+05:30,ADANIENT,HCB Sell
2025-10-01T09:15:00+05:30,ADANIENT,Hourly Support Buy
2025-10-07T09:15:00+05:30,ADANIENT,Hourly Support Buy
2025-11-14T09:15:00+05:30,ADANIENT,Hourly Support Buy
2026-02-23T09:15:00+05:30,ADANIENT,Hourly Support Buy
2025-10-24T09:15:00+05:30,ORIENTTECH,HCB Buy
2025-10-17T09:15:00+05:30,ORIENTTECH,HCB Sell
2025-10-14T15:00:00+05:30,ORIENTTECH,Hourly Support Buy
2025-10-01T09:15:00+05:30,FIVESTAR,HCB Buy
2025-10-28T09:15:00+05:30,FIVESTAR,HCB Buy
2025-11-24T09:15:00+05:30,FIVESTAR,HCB Buy
2025-11-18T09:15:00+05:30,FIVESTAR,HCB Sell
2025-11-25T09:15:00+05:30,FIVESTAR,HCB Sell
2025-11-27T09:15:00+05:30,FIVESTAR,HCB Sell
2025-12-03T09:15:00+05:30,FIVESTAR,HCB Sell
2025-12-05T09:15:00+05:30,FIVESTAR,HCB Sell
2026-02-02T09:15:00+05:30,FIVESTAR,HCB Sell
2026-02-11T09:15:00+05:30,FIVESTAR,HCB Sell
2026-02-13T09:15:00+05:30,FIVESTAR,HCB Sell
2026-02-24T09:15:00+05:30,FIVESTAR,HCB Sell
2026-02-27T09:15:00+05:30,FIVESTAR,HCB Sell
2026-03-17T09:15:00+05:30,FIVESTAR,HCB Sell
2025-09-19T15:15:00+05:30,FIVESTAR,Hourly Support Buy
2025-09-29T15:00:00+05:30,FIVESTAR,Hourly Support Buy
2025-12-04T09:30:00+05:30,FIVESTAR,Hourly Support Buy
