date,symbol
2025-03-24 09:15 am,  KOTAKBANK
2025-03-24 09:15 am,  KPITTECH
2025-03-24 09:15 am,  LICHSGFIN
2025-03-24 09:15 am,  LT
2025-03-24 09:15 am,  LTF
2025-03-24 09:15 am,  MCX
2025-03-24 09:15 am,  MOTHERSON
2025-03-24 09:15 am,  NBCC
2025-03-24 09:15 am,  NESTLEIND
2025-03-24 09:15 am,  NMDC
2025-03-24 09:15 am,  OIL
2025-03-24 09:15 am,  PATANJALI
2025-03-24 09:15 am,  PETRONET
2025-03-24 09:15 am,  PFC
2025-03-24 09:15 am,  PNB
2025-03-24 09:15 am,  POLICYBZR
2025-03-24 09:15 am,  POWERGRID
2025-03-24 09:15 am,  RBLBANK
2025-03-24 09:15 am,  SAIL
2025-03-24 09:15 am,  SAMMAANCAP
2025-03-24 09:15 am,  SBILIFE
2025-03-24 09:15 am,  SBIN
2025-03-24 09:15 am,  SHRIRAMFIN
2025-03-24 09:15 am,  SUNPHARMA
2025-03-24 09:15 am,  UNIONBANK
2025-03-24 09:15 am,  WAAREEENER
2025-03-25 09:15 am,  BAJFINANCE
2025-03-25 09:15 am,  COFORGE
2025-03-25 09:15 am,  CONCOR
2025-03-25 09:15 am,  HCLTECH
2025-03-25 09:15 am,  HDFCBANK
2025-03-25 09:15 am,  KOTAKBANK
2025-03-25 09:15 am,  NAUKRI
2025-03-25 09:15 am,  POLYCAB
2025-03-25 09:15 am,  POWERGRID
2025-03-25 09:15 am,  SUZLON
2025-03-25 09:15 am,  TCS
2025-03-25 09:15 am,  ULTRACEMCO
2025-03-26 09:15 am,  AUBANK
2025-03-26 09:15 am,  BAJAJFINSV
2025-03-26 09:15 am,  BHARTIARTL
2025-03-26 09:15 am,  COFORGE
2025-03-26 09:15 am,  EXIDEIND
2025-03-26 09:15 am,  PAYTM
2025-03-26 09:15 am,  RBLBANK
2025-03-27 09:15 am,  HAL
2025-03-27 09:15 am,  MFSL
2025-03-27 09:15 am,  UPL
2025-03-28 09:15 am,  AMBER
2025-03-28 09:15 am,  AMBUJACEM
2025-03-28 09:15 am,  ANGELONE
2025-03-28 09:15 am,  BANDHANBNK
2025-03-28 09:15 am,  BEL
2025-03-28 09:15 am,  CANBK
2025-03-28 09:15 am,  CDSL
2025-03-28 09:15 am,  COFORGE
2025-03-28 09:15 am,  DABUR
2025-03-28 09:15 am,  EXIDEIND
2025-03-28 09:15 am,  GAIL
2025-03-28 09:15 am,  HAL
2025-03-28 09:15 am,  HDFCLIFE
2025-03-28 09:15 am,  HINDPETRO
2025-03-28 09:15 am,  HINDUNILVR
2025-03-28 09:15 am,  KOTAKBANK
2025-03-28 09:15 am,  LICHSGFIN
2025-03-28 09:15 am,  LICI
2025-03-28 09:15 am,  MAZDOCK
2025-03-28 09:15 am,  NAUKRI
2025-03-28 09:15 am,  NMDC
2025-03-28 09:15 am,  OIL
2025-03-28 09:15 am,  ONGC
2025-03-28 09:15 am,  PFC
2025-03-28 09:15 am,  PNB
2025-03-28 09:15 am,  PNBHOUSING
2025-03-28 09:15 am,  RVNL
2025-03-28 09:15 am,  SUZLON
2025-03-28 09:15 am,  UNIONBANK
2025-03-28 09:15 am,  VBL
2025-04-01 09:15 am,  BHARTIARTL
2025-04-01 09:15 am,  HDFCLIFE
2025-04-01 09:15 am,  PETRONET
2025-04-02 09:15 am,  HDFCLIFE
2025-04-02 09:15 am,  INDHOTEL
2025-04-03 09:15 am,  ADANIENSOL
2025-04-03 09:15 am,  ANGELONE
2025-04-03 09:15 am,  BANDHANBNK
2025-04-03 09:15 am,  BHEL
2025-04-03 09:15 am,  BIOCON
2025-04-03 09:15 am,  BPCL
2025-04-03 09:15 am,  CANBK
2025-04-03 09:15 am,  CIPLA
2025-04-03 09:15 am,  DELHIVERY
2025-04-03 09:15 am,  DIVISLAB
2025-04-03 09:15 am,  GLENMARK
2025-04-03 09:15 am,  IEX
2025-04-03 09:15 am,  LAURUSLABS
2025-04-03 09:15 am,  LICHSGFIN
2025-04-03 09:15 am,  NBCC
2025-04-03 09:15 am,  NMDC
2025-04-03 09:15 am,  NTPC
2025-04-03 09:15 am,  PATANJALI
2025-04-03 09:15 am,  PFC
2025-04-03 09:15 am,  POWERGRID
2025-04-03 09:15 am,  SAIL
2025-04-03 09:15 am,  SAMMAANCAP
2025-04-03 09:15 am,  TATAPOWER
2025-04-03 09:15 am,  TRENT
2025-04-03 09:15 am,  UNIONBANK
2025-04-03 09:15 am,  VBL
2025-04-04 09:15 am,  GMRAIRPORT
2025-04-04 09:15 am,  HAL
2025-04-04 09:15 am,  HDFCBANK
2025-04-04 09:15 am,  TATACONSUM
2025-04-08 09:15 am,  ASIANPAINT
2025-04-08 09:15 am,  BANDHANBNK
2025-04-08 09:15 am,  BANKBARODA
2025-04-08 09:15 am,  BHEL
2025-04-08 09:15 am,  BPCL
2025-04-08 09:15 am,  BSE
2025-04-08 09:15 am,  ETERNAL
2025-04-08 09:15 am,  GODREJCP
2025-04-08 09:15 am,  HINDUNILVR
2025-04-08 09:15 am,  IEX
2025-04-08 09:15 am,  INDIGO
2025-04-08 09:15 am,  MCX
2025-04-08 09:15 am,  NYKAA
2025-04-08 09:15 am,  PAYTM
2025-04-08 09:15 am,  PNB
2025-04-08 09:15 am,  PPLPHARMA
2025-04-08 09:15 am,  SBIN
2025-04-08 09:15 am,  VBL
2025-04-09 09:15 am,  HINDUNILVR
2025-04-09 09:15 am,  MARICO
2025-04-09 09:15 am,  NESTLEIND
2025-04-09 09:15 am,  POWERGRID
2025-04-11 09:15 am,  ASHOKLEY
2025-04-11 09:15 am,  BAJAJFINSV
2025-04-11 09:15 am,  BAJFINANCE
2025-04-11 09:15 am,  CIPLA
2025-04-11 09:15 am,  ETERNAL
2025-04-11 09:15 am,  HDFCBANK
2025-04-11 09:15 am,  NYKAA
2025-04-11 09:15 am,  PATANJALI
2025-04-11 09:15 am,  PAYTM
2025-04-15 09:15 am,  ADANIPORTS
2025-04-15 09:15 am,  ANGELONE
2025-04-15 09:15 am,  ASHOKLEY
2025-04-15 09:15 am,  BANKINDIA
2025-04-15 09:15 am,  BDL
2025-04-15 09:15 am,  BEL
2025-04-15 09:15 am,  BSE
2025-04-15 09:15 am,  CAMS
2025-04-15 09:15 am,  CDSL
2025-04-15 09:15 am,  CHOLAFIN
2025-04-15 09:15 am,  HDFCBANK
2025-04-15 09:15 am,  HDFCLIFE
2025-04-15 09:15 am,  IEX
2025-04-15 09:15 am,  INDIANB
2025-04-15 09:15 am,  KAYNES
2025-04-15 09:15 am,  LAURUSLABS
2025-04-15 09:15 am,  LICHSGFIN
2025-04-15 09:15 am,  MARICO
2025-04-15 09:15 am,  PETRONET
2025-04-15 09:15 am,  PFC
2025-04-15 09:15 am,  POLICYBZR
2025-04-15 09:15 am,  POWERGRID
2025-04-15 09:15 am,  PPLPHARMA
2025-04-15 09:15 am,  PREMIERENE
2025-04-15 09:15 am,  RVNL
2025-04-15 09:15 am,  SAMMAANCAP
2025-04-15 09:15 am,  SHRIRAMFIN
2025-04-15 09:15 am,  TATAPOWER
2025-04-15 09:15 am,  TORNTPOWER
2025-04-16 09:15 am,  ABCAPITAL
2025-04-16 09:15 am,  ADANIENSOL
2025-04-16 09:15 am,  ADANIGREEN
2025-04-16 09:15 am,  APOLLOHOSP
