Stock|Date|BuyPrice|sl|tsl|target|high|Points|Points %|status|tslStatus|triggerTime|exitTime|pattern|strategy
RAIN|2026-01-29T09:15:00+05:30|147.67|143.5|159.63|162.437|163.8|14.767|10|Profit|Not hit|2026-01-29T09:48:00+05:30|2026-01-29T12:54:00+05:30|No15mData|HCB Buy
KIOCL|2025-10-03T09:15:00+05:30|451.1|438.35|484.05|496.21|496.8|45.1100000000001|10|Profit|Not hit|2025-10-03T09:41:00+05:30|2025-10-03T10:09:00+05:30|BullKicker,RisingWindow,MorningStar|HCB Buy
ANGELONE|2026-01-14T09:15:00+05:30|250.06|243.5|268.88|275.066|275.44|25.006|10|Profit|Not hit|2026-01-14T09:30:00+05:30|2026-01-16T14:45:00+05:30|No15mData|HCB Buy
RAJOOENG|2026-01-02T15:15:00+05:30|65.25|63.81|70.96|71.775|72.4|6.52500000000001|10|Profit|Not hit|2026-01-05T09:15:00+05:30|2026-01-05T09:20:00+05:30|StrongBullish|Hourly Support Buy
RMDRIP|2026-02-09T09:15:00+05:30|112.49|111.85|123.16|123.739|123.8|11.249|10|Profit|Not hit|2026-02-09T09:45:00+05:30|2026-02-25T09:15:00+05:30|BullKicker,RisingWindow|HCB Buy
SCI|2025-10-24T09:15:00+05:30|253.9|247.12|273.72|279.29|280.5|25.39|10|Profit|Not hit|2025-10-24T09:36:00+05:30|2025-10-24T15:24:00+05:30|RisingWindow,BullMatHold,ThreeOutsideUp|HCB Buy
MOSILVER|2025-12-23T09:15:00+05:30|209|207.3|233.3|229.9|235|20.9|10|Profit|Not hit|2025-12-23T10:11:00+05:30|2025-12-23T15:04:00+05:30|SpinningTop,BullKicker,RisingWindow|HCB Buy
SILVER|2026-01-23T15:15:00+05:30|308.53|303|341.46|339.383|346.99|30.853|10|Profit|Not hit|2026-01-27T09:15:00+05:30|2026-01-28T09:15:00+05:30|StrongBullish|Hourly Support Buy
INDOTHAI|2025-10-01T09:15:00+05:30|289.5|284|312.4|318.45|317.9|22.9|7.91018998272884|Profit|SL hit|2025-10-01T10:00:00+05:30|2025-10-06T09:16:00+05:30|No15mData|HCB Buy
ASIANPAINT|2025-11-10T09:15:00+05:30|2660|2611.1|2848.2|2926|2897.1|188.2|7.07518796992481|Profit|SL hit|2025-11-10T09:53:00+05:30|2025-11-13T09:33:00+05:30|StrongBullish,BullKicker,RisingWindow,MorningStar|HCB Buy
ARIHANTCAP|2026-02-23T09:15:00+05:30|80.15|78.1|85.7|88.165|87.75|5.54999999999998|6.92451653150341|Profit|SL hit|2026-02-23T10:01:00+05:30|2026-02-23T10:46:00+05:30|Doji,SpinningTop,LongLeggedDoji,BullKicker,RisingWindow|HCB Buy
GMDCLTD|2025-12-26T09:15:00+05:30|551|544.15|589|606.1|595.85|38|6.89655172413793|Profit|SL hit|2025-12-26T09:30:00+05:30|2025-12-26T12:04:00+05:30|VeryBullish,RisingWindow,ThreeInsideUp|HCB Buy
J&KBANK|2026-02-23T09:15:00+05:30|106.12|104|113.38|116.732|115.5|7.25999999999999|6.8413117225782|Profit|SL hit|2026-02-23T09:30:00+05:30|2026-02-24T10:18:00+05:30|BullBeltHold,StrongBullish,BullKicker,RisingWindow|HCB Buy
MOSCHIP|2026-02-23T09:15:00+05:30|195.89|191.75|209.26|215.479|213.4|13.37|6.8252590739701|Profit|SL hit|2026-02-23T09:30:00+05:30|2026-02-23T09:57:00+05:30|BullEngulf|HCB Buy
SPARC|2026-02-01T09:15:00+05:30|129.98|126.95|138.82|142.978|141.85|8.84|6.80104631481767|Profit|SL hit|2026-02-01T09:48:00+05:30|2026-02-01T10:48:00+05:30|StrongBullish,RisingWindow|HCB Buy
SONACOMS|2025-10-09T09:15:00+05:30|413.55|405.45|440.4|454.905|448.5|26.85|6.49256438157417|Profit|SL hit|2025-10-09T09:49:00+05:30|2025-10-10T10:42:00+05:30|No15mData|HCB Buy
TITAGARH|2025-12-22T09:15:00+05:30|793.2|777.55|843.75|872.52|859.4|50.5499999999998|6.37291981845686|Profit|SL hit|2025-12-22T09:35:00+05:30|2025-12-23T14:26:00+05:30|BullKicker,RisingWindow|HCB Buy
RVNL|2025-12-19T09:15:00+05:30|311.2|306.65|330.95|342.32|335.5|19.75|6.34640102827764|Profit|SL hit|2025-12-19T09:30:00+05:30|2025-12-22T10:39:00+05:30|-|HCB Buy
GPIL|2025-12-22T09:15:00+05:30|240|237|255.2|264|258.2|15.2|6.33333333333333|Profit|SL hit|2025-12-22T09:31:00+05:30|2025-12-23T14:05:00+05:30|-|HCB Buy
UNIONBANK|2026-01-13T09:15:00+05:30|166.3|163.57|176.53|182.93|179.26|10.23|6.1515333734215|Profit|SL hit|2026-01-13T09:35:00+05:30|2026-01-14T13:20:00+05:30|RisingWindow|HCB Buy
DBREALTY|2026-02-04T09:15:00+05:30|111.49|109.16|118.2|122.639|120.53|6.71000000000001|6.01847699345233|Profit|SL hit|2026-02-04T09:46:00+05:30|2026-02-04T10:25:00+05:30|No15mData|HCB Buy
CHENNPETRO|2025-10-31T09:15:00+05:30|901.4|877|955.6|991.54|980|54.2|6.01286887064567|Profit|SL hit|2025-10-31T09:30:00+05:30|2025-10-31T13:30:00+05:30|StrongBullish,RisingWindow,ThreeOutsideUp|HCB Buy
RVNL|2025-12-22T09:15:00+05:30|324.75|319.1|343.85|357.225|349.5|19.1|5.88144726712857|Profit|SL hit|2025-12-22T09:35:00+05:30|2025-12-23T13:39:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
HINDOILEXP|2026-03-06T09:15:00+05:30|156.4|151.96|165.46|172.04|169.9|9.06|5.79283887468031|Profit|SL hit|2026-03-06T09:48:00+05:30|2026-03-09T09:16:00+05:30|RisingWindow|HCB Buy
LTF|2025-11-07T09:15:00+05:30|278.45|272|294.35|306.295|300.8|15.9|5.71018136110614|Profit|SL hit|2025-11-07T09:51:00+05:30|2025-11-07T10:57:00+05:30|StrongBullish|HCB Buy
NBCC|2025-12-22T09:15:00+05:30|116.2|113.14|122.79|127.82|125.85|6.58999999999999|5.67125645438898|Profit|SL hit|2025-12-22T09:57:00+05:30|2025-12-29T12:31:00+05:30|StrongBullish,RisingWindow|HCB Buy
TMCV|2025-12-22T09:15:00+05:30|402|394.35|424.65|442.2|432.3|22.65|5.63432835820896|Profit|SL hit|2025-12-22T09:52:00+05:30|2025-12-24T09:41:00+05:30|PiercingLine,BullCounterAttack|HCB Buy
ETERNAL|2026-02-09T09:15:00+05:30|287.75|283|303.8|316.525|308.55|16.05|5.57775847089488|Profit|SL hit|2026-02-09T09:30:00+05:30|2026-02-10T14:31:00+05:30|VeryBullish,Hammer|HCB Buy
RMDRIP|2026-02-13T09:15:00+05:30|114.95|114.5|121.34|126.445|121.79|6.39|5.55893866898652|Profit|SL hit|2026-02-13T09:56:00+05:30|2026-02-23T09:27:00+05:30|BullKicker,RisingWindow|HCB Buy
PFOCUS|2026-02-09T09:15:00+05:30|270|263|285|297|292|15|5.55555555555556|Profit|SL hit|2026-02-09T09:31:00+05:30|2026-02-09T10:26:00+05:30|-|HCB Buy
INDIANB|2025-10-20T09:15:00+05:30|795|780|837.85|874.5|852.85|42.85|5.38993710691824|Profit|SL hit|2025-10-20T09:31:00+05:30|2025-10-24T09:16:00+05:30|StrongBullish,RisingWindow,BullMatHold|HCB Buy
MMTC|2025-12-26T09:15:00+05:30|58.09|57.25|61.05|63.899|61.89|2.95999999999999|5.09554140127387|Profit|SL hit|2025-12-26T09:31:00+05:30|2025-12-26T09:56:00+05:30|RisingWindow|HCB Buy
THYROCARE|2025-11-13T09:15:00+05:30|476.67|463.37|500.7|524.337|514|24.03|5.04122348794763|Profit|SL hit|2025-11-13T09:31:00+05:30|2025-11-13T11:06:00+05:30|No15mData|HCB Buy
VEDL|2026-02-24T09:15:00+05:30|687.5|676|720.85|756.25|732.35|33.35|4.85090909090909|Profit|SL hit|2026-02-24T09:54:00+05:30|2026-02-25T13:26:00+05:30|StrongBullish,BullEngulf|HCB Buy
GRMOVER|2025-11-14T09:15:00+05:30|152.33|148.63|159.27|167.563|162.97|6.93999999999997|4.5558983785203|Profit|SL hit|2025-11-14T09:30:00+05:30|2025-11-14T11:55:00+05:30|VeryBullish,Hammer,RisingWindow|HCB Buy
MCX|2025-10-13T09:15:00+05:30|1791|1740|1872.4|1970.1|1923.4|81.4000000000001|4.54494695700726|Profit|SL hit|2025-10-13T10:08:00+05:30|2025-10-16T09:24:00+05:30|Marubozu,BullBeltHold,StrongBullish,ThreeOutsideUp|HCB Buy
SILVERADD|2025-11-25T15:15:00+05:30|150.49|149.92|157.28|165.539|157.85|6.78999999999996|4.51192770283737|Profit|SL hit|2025-11-26T09:15:00+05:30|2025-11-27T13:15:00+05:30|-|Hourly Support Buy
SILVER|2025-11-11T09:15:00+05:30|154.62|151.65|161.53|170.082|164.5|6.91|4.469020825249|Profit|SL hit|2025-11-11T09:32:00+05:30|2025-11-14T09:15:00+05:30|Marubozu,BullBeltHold,StrongBullish,RisingWindow|HCB Buy
HUDCO|2025-11-17T09:15:00+05:30|232.28|228|242.57|255.508|246.85|10.29|4.42999827794041|Profit|SL hit|2025-11-17T09:31:00+05:30|2025-11-18T12:58:00+05:30|StrongBullish,RisingWindow,BullMatHold|HCB Buy
SYRMA|2025-11-10T15:15:00+05:30|810.9|805.6|846.7|891.99|852|35.8000000000001|4.41484770008633|Profit|SL hit|2025-11-11T09:15:00+05:30|2025-11-11T09:24:00+05:30|-|Hourly Support Buy
GKENERGY|2026-01-02T10:00:00+05:30|155.49|151.5|162.33|171.039|166.32|6.83999999999998|4.39899672004629|Profit|SL hit|2026-01-02T10:15:00+05:30|2026-01-05T09:22:00+05:30|-|Hourly Support Buy
HINDALCO|2026-03-05T09:15:00+05:30|935|926.4|974.9|1028.5|983.5|39.9|4.26737967914438|Profit|SL hit|2026-03-05T09:34:00+05:30|2026-03-05T11:32:00+05:30|No15mData|HCB Buy
GOLDADD|2026-01-28T15:15:00+05:30|162|158.1|168.9|178.2|172.8|6.90000000000001|4.25925925925926|Profit|SL hit|2026-01-29T09:15:00+05:30|2026-01-29T10:50:00+05:30|-|Hourly Support Buy
BSE|2026-02-09T09:15:00+05:30|2988.9|2916|3115.5|3287.79|3188.4|126.6|4.23567198634949|Profit|SL hit|2026-02-09T09:30:00+05:30|2026-02-10T10:45:00+05:30|Marubozu,BullBeltHold,StrongBullish,BullKicker,RisingWindow|HCB Buy
SILVERADD|2026-01-19T09:15:00+05:30|280.54|274.02|292.27|308.594|298.79|11.73|4.18122192913665|Profit|SL hit|2026-01-19T09:45:00+05:30|2026-01-20T09:57:00+05:30|No15mData|HCB Buy
NBCC|2025-12-15T09:15:00+05:30|110.07|108.5|114.67|121.077|116.24|4.60000000000001|4.17915871717998|Profit|SL hit|2025-12-15T09:32:00+05:30|2025-12-16T09:15:00+05:30|RisingWindow|Hourly Support Buy
MMTC|2025-12-26T09:30:00+05:30|58.7|57.91|61.1|64.57|61.89|2.39999999999999|4.08858603066438|Profit|SL hit|2025-12-26T09:46:00+05:30|2025-12-26T09:55:00+05:30|RisingWindow|Hourly Support Buy
HINDPETRO|2025-12-31T09:15:00+05:30|475.9|469.05|495.3|523.49|502.15|19.4|4.07648665686069|Profit|SL hit|2025-12-31T09:46:00+05:30|2026-01-01T10:21:00+05:30|No15mData|HCB Buy
SANDUMA|2025-12-24T09:15:00+05:30|232.71|228.01|242.1|255.981|246.8|9.38999999999999|4.03506510248807|Profit|SL hit|2025-12-24T09:35:00+05:30|2025-12-24T09:45:00+05:30|No15mData|HCB Buy
JAINREC|2025-11-11T09:15:00+05:30|419.8|411.3|436.4|461.78|444.9|16.6|3.95426393520723|Profit|SL hit|2025-11-11T09:30:00+05:30|2025-11-11T10:50:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
EQUITASBNK|2026-01-22T09:15:00+05:30|69.4|68.14|72.14|76.34|73.4|2.74|3.94812680115273|Profit|SL hit|2026-01-22T09:33:00+05:30|2026-01-23T10:19:00+05:30|No15mData|HCB Buy
MARKOLINES|2026-02-05T09:15:00+05:30|157.75|154.66|163.91|173.525|167|6.16|3.90491283676703|Profit|SL hit|2026-02-05T09:30:00+05:30|2026-02-06T14:39:00+05:30|RisingWindow|HCB Buy
ESILVER|2025-11-25T15:15:00+05:30|156.33|155.4|162.39|171.963|163.32|6.05999999999997|3.87641527537899|Profit|SL hit|2025-11-26T09:15:00+05:30|2025-11-27T13:03:00+05:30|-|Hourly Support Buy
HDFCSILVER|2025-12-16T15:15:00+05:30|185.9|185.01|192.99|204.49|193.88|7.08999999999998|3.81387842926303|Profit|SL hit|2025-12-17T09:15:00+05:30|2025-12-17T12:35:00+05:30|SpinningTop|Hourly Support Buy
ASHOKLEY|2025-09-05T15:15:00+05:30|131.44|130.36|136.4|144.584|137.48|4.96000000000001|3.77358490566038|Profit|SL hit|2025-09-08T09:15:00+05:30|2025-09-08T11:18:00+05:30|-|Hourly Support Buy
BANKINDIA|2025-10-20T09:15:00+05:30|125.36|123.9|130.03|137.896|131.49|4.67000000000003|3.72527121888962|Profit|SL hit|2025-10-20T09:39:00+05:30|2025-10-21T14:38:00+05:30|Doji,SpinningTop,LongLeggedDoji|Hourly Support Buy
LLOYDSENGG|2025-12-19T09:15:00+05:30|54.59|53.61|56.62|60.049|57.6|2.02999999999999|3.71862978567502|Profit|SL hit|2025-12-19T09:32:00+05:30|2025-12-22T09:31:00+05:30|RisingWindow,BullMatHold,ThreeOutsideUp|HCB Buy
LLOYDSENGG|2025-12-19T09:15:00+05:30|54.59|53.61|56.62|60.049|57.6|2.02999999999999|3.71862978567502|Profit|SL hit|2025-12-19T09:32:00+05:30|2025-12-22T09:31:00+05:30|RisingWindow,BullMatHold,ThreeOutsideUp|Hourly Support Buy
RVNL|2025-09-12T09:15:00+05:30|338.75|334.4|351.15|372.625|355.5|12.4|3.66051660516604|Profit|SL hit|2025-09-12T09:30:00+05:30|2025-09-15T10:26:00+05:30|StrongBullish,RisingWindow,MorningStar,ThreeInsideUp|Hourly Support Buy
HDFCGOLD|2025-09-05T15:15:00+05:30|91.65|91.42|94.97|100.815|95.2|3.31999999999999|3.62247681396617|Profit|SL hit|2025-09-08T09:15:00+05:30|2025-09-09T09:16:00+05:30|-|Hourly Support Buy
KIRLOSENG|2025-12-22T09:45:00+05:30|1272.1|1260.4|1317.3|1399.31|1329|45.2000000000003|3.55317978146374|Profit|SL hit|2025-12-22T10:01:00+05:30|2025-12-22T10:38:00+05:30|ShootingStar,InvertedHammer|Hourly Support Buy
HDFCSILVER|2025-12-23T15:15:00+05:30|203.14|202.4|210.19|223.454|210.93|7.05000000000004|3.47051294673626|Profit|SL hit|2025-12-24T09:15:00+05:30|2025-12-24T10:33:00+05:30|Hammer|Hourly Support Buy
BAJFINANCE|2025-10-15T09:15:00+05:30|1031.9|1018.4|1067.6|1135.09|1081.1|35.6999999999998|3.45963756177922|Profit|SL hit|2025-10-15T09:30:00+05:30|2025-10-16T11:18:00+05:30|No15mData|HCB Buy
SBISILVER|2026-01-19T09:15:00+05:30|285.2|278.22|295.02|313.72|302|9.82000000000005|3.44319775596075|Profit|SL hit|2026-01-19T09:54:00+05:30|2026-01-20T09:17:00+05:30|No15mData|HCB Buy
SJVN|2026-01-02T09:15:00+05:30|75.14|74.67|77.71|82.654|78.18|2.57000000000001|3.42028214000533|Profit|SL hit|2026-01-02T09:47:00+05:30|2026-01-02T10:51:00+05:30|Doji,RisingWindow,ThreeInsideUp|HCB Buy
SJVN|2026-01-02T09:15:00+05:30|75.14|74.67|77.71|82.654|78.18|2.57000000000001|3.42028214000533|Profit|SL hit|2026-01-02T09:47:00+05:30|2026-01-02T10:51:00+05:30|Doji,RisingWindow,ThreeInsideUp|Hourly Support Buy
RMDRIP|2026-01-06T09:15:00+05:30|87|86.14|89.93|95.7|90.79|2.93000000000001|3.36781609195403|Profit|SL hit|2026-01-06T09:49:00+05:30|2026-01-09T09:16:00+05:30|RisingWindow,BullMatHold|HCB Buy
RMDRIP|2026-01-06T09:15:00+05:30|87|86.14|89.93|95.7|90.79|2.93000000000001|3.36781609195403|Profit|SL hit|2026-01-06T09:49:00+05:30|2026-01-09T09:16:00+05:30|RisingWindow,BullMatHold|Hourly Support Buy
SILVERAG|2025-12-19T15:15:00+05:30|196.97|195.73|203.4|216.667|204.64|6.42999999999998|3.26445651622073|Profit|SL hit|2025-12-22T09:15:00+05:30|2025-12-22T11:07:00+05:30|Doji|Hourly Support Buy
VIKRAMSOLR|2026-03-18T09:15:00+05:30|187.6|185.1|193.7|206.36|196.2|6.09999999999999|3.25159914712153|Profit|SL hit|2026-03-18T09:52:00+05:30|2026-03-18T09:59:00+05:30|No15mData|HCB Buy
ETERNAL|2026-02-10T09:15:00+05:30|294.05|289.05|303.55|323.455|308.55|9.5|3.23074307090631|Profit|SL hit|2026-02-10T09:32:00+05:30|2026-02-10T15:11:00+05:30|BullKicker,RisingWindow|HCB Buy
CHENNPETRO|2025-10-07T09:15:00+05:30|820|807|845.85|902|858.85|25.85|3.15243902439025|Profit|SL hit|2025-10-07T09:32:00+05:30|2025-10-07T09:56:00+05:30|RisingWindow|HCB Buy
COALINDIA|2026-03-04T09:15:00+05:30|435.4|426|449.1|478.94|458.5|13.7|3.14653192466698|Profit|SL hit|2026-03-04T09:45:00+05:30|2026-03-05T15:02:00+05:30|No15mData|HCB Buy
BHEL|2025-11-11T09:15:00+05:30|275.4|271.7|284.05|302.94|287.75|8.65000000000003|3.14088598402325|Profit|SL hit|2025-11-11T09:32:00+05:30|2025-11-11T12:22:00+05:30|VeryBullish,RisingWindow,BullMatHold|HCB Buy
HINDCOPPER|2025-12-18T09:15:00+05:30|371.25|363.2|382.8|408.375|390.85|11.55|3.11111111111111|Profit|SL hit|2025-12-18T09:37:00+05:30|2025-12-19T09:22:00+05:30|No15mData|HCB Buy
